Sno,Customer_code,date,doneorno,Name,Type,Supply_Price,status,Acquired_by,Location,Contact_Person,Contact_number,Adress,Pincode,Geo tag
305,,2nd August,,HOT puffs and chips,Bakery,15,live,Sathish,Maduravoyal,,,,,
306,,2nd August,,Aruna cool Bar,Cool bar,15,live,Sathish,Koyambedu,,,,,
307,,2nd August,,Ashok Cool bar,cool bar,15,live,Sathish,Koyambedu,,,,,
308,,3rd August,,Iyengar Bakery,Bakery,15,live,Sathish,Koyambedu,,,,,
309,,3rd August,,Sujis Snacks,Tea shop,15,live,Sathish,kilpauk,,,,,
310,,3rd August,,Vembu Bhavan,Hotel,15,live,Sathish,Koyambedu,,,,,
311,,3rd August,,THirumalai sweets,Bakery,15,live,Sathish,Maduravayol,,,,,
312,,6th Aug,,Ambur Biriyani,Biriyani shop,15,live,selvem,Maduravayol,,,,,
313,,8th Aug,,Venkateshwara Bakery,Bakery,15,live,Sathish,Maduravayol,,,,,
314,,12th August,,Anbu BAkery and Hot chips,Bakery,15,live,Sathish,chinmaya nagar,,,,,
315,,12th August,,Aavin Milk Shop,MIlk Shop,15,live,Azhagu,royapettah,,,,,
316,,12th August,,City Bakery,Bakery,15,live,Sathish,Arumbakkam,,,,,
317,,12th August,,Ila cool bar,cool bar,15,live,Sathish,Koyambedu,,,,,
318,,14-August,Golden News Mart,Golden News Mart,News mart,15,live,Sathish,Arumbakkam,,,,,
319,,14-August,Murugan Cool Bar,Murugan Cool Bar,cool bar,15,live,Sathish,Arumbakkam,,,,,
320,,14-August,,New Raja Stores,,15,live,Sathish,Arumbakkam,,,,,
321,,14-August,,Hotel Sri Krishna,hotel,15,live,Sathish,chinmaya nagar,,,,,
322,,14-August,,BaLaji Cafe,coffee shop,15,live,Sathish,PVR,,,,,
323,,14-August,,Raja Tea And Tiffin,Tiffin Centre,15,live,Sathish,PVR,,,,,
324,,14-August,,Sri Balaji Bakery and Sweets,Bakery,15,live,Sathish,Maduravayol,,,,,
325,,14-August,,Chithra Tea stall,Tea shop,s,live,Sathish,Arumbakkam,,,,,
326,,14-August,,Sanjay Cool Bar,cool drinks shop,15,live,Sathish,Arumbakkam,,,,,
327,,18-August,,Murugan Agency,Agency,15,live,selvam,Mogappair,,,,,
328,,13th september,,Madarasa Kulambi,,15,live,Tsathish,Annanagarwest,,,,,
329,,13th september,,Rathamal Cool bar,cool Bar,15,live,Tsathish,Annanagar,,,,,
,,,,Tea Town,,,live,,Maduravoyal,,,,,
,,,,G.R.Tea Stall,,,,,Koyambedu,,,,,
,,,,Devar News Mart,,,,,Purasaiwalkam,,,,,
,,,,Sastha Tea Stall,,,,,Purasaiwalkam,,,,,
